title~views~uptime_y~uptime_m~uptime_d~link
As=C3=AD es el PRIMER OXXO del mundo | =C2=BFC=C3=B3mo fue tan exitoso? =F0=9F=9B=92~133,390~0~1~29~https://www.youtube.com/watch?v=3DWa7zKL2abFc
=C2=BFPor qu=C3=A9 M=C3=A9xico est=C3=A1 TAN ENOJADO?~2,555,633~4~49~1490~https://www.youtube.com/watch?v=3DpYe7Y6RP_uw
Mi historia de AMOR m=C3=A1s intensa~4,981,048~4~49~1490~https://www.youtube.com/watch?v=3D088OgmoDRh4
My first time playing MINECRAFT~9,532,617~4~49~1490~https://www.youtube.com/watch?v=3DhkK5XVGI1mY
CHEAP vs. EXPENSIVE motels 4: VERY cheap rooms~7,478,434~4~49~1490~https://www.youtube.com/watch?v=3DB8qfq2Evsic
Compr=C3=A9 el iPhone 11: =C2=BFvale la pena gastar TANTO?~21,896,392~4~49~1490~https://www.youtube.com/watch?v=3DK00UfYqG0n4
What happens if we photocopy TICKETS from different countries?~8,819,068~4~49~1490~https://www.youtube.com/watch?v=3Dr-3MM89iKj8
=C2=BFPor qu=C3=A9 esta botella de AIRE cuesta $300?~4,562,309~4~49~1490~https://www.youtube.com/watch?v=3DG8rgvBdGBV4
Intent=C3=A9 bucear por primera vez y fue un DESASTRE...~4,748,550~4~49~1490~https://www.youtube.com/watch?v=3D3FVvQmnRgNo
What are the PYRAMIDS of Egypt REALLY like?~7,056,578~4~49~1490~https://www.youtube.com/watch?v=3D2PMHKOFjPWc
Trying street food in EGYPT =F0=9F=8C=AF=F0=9F=87=AA=F0=9F=87=AC~14,371,985~4~49~1490~https://www.youtube.com/watch?v=3Dz4vMB5bl1qI
Recorr=C3=AD el desierto M=C3=81S INMENSO de Egipto~2,407,999~4~49~1490~https://www.youtube.com/watch?v=3DVxHPiEzqkvQ
I arrived in EGYPT and everything is SHOCKING| Luxor~13,110,196~4~49~1490~https://www.youtube.com/watch?v=3DRb9gLpdb2nc
The &quot;penniless&quot; people's side in Dubai~8,204,190~4~49~1490~https://www.youtube.com/watch?v=3DvvyfMAXUG9s
Tasting KFC's WEIRDEST recipe in a Rolls Royce~10,615,616~4~49~1490~https://www.youtube.com/watch?v=3DE7oxiG4dNVM
Pagu=C3=A9 $5,000 por este tour &quot;DE LUJO&quot; | =C2=BFvali=C3=B3 la pena?~5,862,750~4~49~1490~https://www.youtube.com/watch?v=3DLiCUL4uzIuk
HOW SAD TO END THIS WAY~16,430,998~4~49~1490~https://www.youtube.com/watch?v=3DLtQsQs1Butc
The MOST EXPENSIVE water park in Dubai - is it worth it?~16,835,745~4~49~1490~https://www.youtube.com/watch?v=3DrmTJGKq6Zmw
NUNCA hagas esto adentro de una mezquita | Abu Dhabi~6,290,620~4~49~1490~https://www.youtube.com/watch?v=3DtU6QN8nKDaw
El &quot;hacker&quot; del hombre misterioso cometi=C3=B3 un ERROR~5,946,840~4~49~1490~https://www.youtube.com/watch?v=3DDZDVZcrh_T8
Dubai's ABANDONED luxury car graveyard~26,961,777~4~49~1490~https://www.youtube.com/watch?v=3DThCtZCkk4Rc
I tried the Arabs &quot;secret&quot; to have a &quot;PERFECT BEARD&quot;.~20,027,604~4~49~1490~https://www.youtube.com/watch?v=3DNLqHwAEI7fw
iPhone X vs HUAWEI P30 vs SAMSUNG S10 | Review~8,804,988~4~49~1490~https://www.youtube.com/watch?v=3DSCxn-lNP3KQ
The mysterious account was HACKED :(~7,610,164~4~49~1490~https://www.youtube.com/watch?v=3DVIe9JrwmoAg
El hombre misterioso ya tiene UN MILL=C3=93N! Y quiere borrar su canal...~5,976,189~4~49~1490~https://www.youtube.com/watch?v=3Da5vQpZGvYp8
Un d=C3=ADa en =C3=81MSTERDAM: Tips =C3=BAtiles =F0=9F=87=B3=F0=9F=87=B1~6,274,798~4~49~1490~https://www.youtube.com/watch?v=3DPcEr6w0FYQA
The mystery man LIED TO US to have 700,000 subs!~8,298,354~4~49~1490~https://www.youtube.com/watch?v=3DtGwzVvzn0J4
We managed to get 100,000 subscribers to the mystery man~7,715,598~4~49~1490~https://www.youtube.com/watch?v=3DvO7Acs0k0Ho
Too many fake profiles for a free ride~7,044,587~4~49~1490~https://www.youtube.com/watch?v=3DUTlP5nDrG3s
El lado &quot;TUR=C3=8DSTICO&quot; de Chernobyl que nadie te cuenta~2,967,379~4~49~1490~https://www.youtube.com/watch?v=3DWHSssBVRH0Q
Help me find this man~10,154,234~4~49~1490~https://www.youtube.com/watch?v=3DoRvP7MsgaO0
What does PIGEON MEAT TASTE LIKE? =F0=9F=87=A7=F0=9F=87=B4~10,611,044~4~49~1490~https://www.youtube.com/watch?v=3Dwo9lUPdcvuY
The city where I have eaten the MOST: Santa Cruz, Bolivia =F0=9F=8D=96=F0=9F=87=A7=F0=9F=87=B4~7,227,078~4~49~1490~https://www.youtube.com/watch?v=3Dz3TqAdMVrYc
The city that was MADE ASH by a volcano | Guatemala~7,475,592~4~49~1490~https://www.youtube.com/watch?v=3Dkqcf5_cesS8
The AMAZING buses of Guatemala : &quot;Burras&quot;.~7,607,250~4~49~1490~https://www.youtube.com/watch?v=3DTHY2YBne3QE
Tasting STREET FOOD in Guatemala =F0=9F=90=96=F0=9F=87=AC=F0=9F=87=B9~23,872,492~4~49~1490~https://www.youtube.com/watch?v=3DBxnBmK0Gr2c
Guatemala's &quot;most dangerous&quot; neighborhood: BASURERO ZONE 3~8,200,846~4~49~1490~https://www.youtube.com/watch?v=3D_iBvlyYio28
THE &quot;MYSTERIOUS&quot; PASSAGE in Guatemala: why do cars move alone?~10,854,859~4~49~1490~https://www.youtube.com/watch?v=3DBg-7ylWcvt0
Universidad MALA vs BUENA: =C2=BFcu=C3=A1l es la diferencia?~5,020,407~4~49~1490~https://www.youtube.com/watch?v=3DcpESXs2hbkw
LE REGAL=C3=89 MI AUTO A UN SUSCRIPTOR~4,416,929~4~49~1490~https://www.youtube.com/watch?v=3D_l9I47jEVxA
Cementerio jud=C3=ADo y muro de John Lennon | PRAGA~2,985,919~4~49~1490~https://www.youtube.com/watch?v=3DDUSvic7ANKw
El sacerdote que renunci=C3=B3 a la iglesia por ser gay~2,516,323~4~49~1490~https://www.youtube.com/watch?v=3DxHE-uxdU498
Viajamos hasta REP=C3=9ABLICA CHECA por nuestro abuelo =F0=9F=87=A8=F0=9F=87=BF~4,267,351~4~49~1490~https://www.youtube.com/watch?v=3DZt6W-yN22G0
Campo de concentraci=C3=B3n Jasenovac: 83,000 vidas perdidas~2,067,459~4~49~1490~https://www.youtube.com/watch?v=3DYdMSii49eEc
Estos cracks se comen a los osos | CROACIA =F0=9F=87=AD=F0=9F=87=B7=F0=9F=90=BB~5,400,734~4~49~1490~https://www.youtube.com/watch?v=3DPeZQ9G-MsZs
This is what DRACULA'S royal castle in Transylvania looks like =F0=9F=A7=9B=E2=80=8D=E2=99=82=EF=B8=8F=F0=9F=8F=B0~23,880,436~4~49~1490~https://www.youtube.com/watch?v=3Dzge0FVqIqAw
El interesante pasado de Rumania | BUCAREST =F0=9F=87=B7=F0=9F=87=B4~4,564,293~4~49~1490~https://www.youtube.com/watch?v=3Djhc1-wEJktg
Este pueblito me hizo sentir adentro de un cuento | RUMANIA =F0=9F=87=B7=F0=9F=87=B4~2,013,794~4~49~1490~https://www.youtube.com/watch?v=3DSPt_0BBhVbc
EXPLORING CHERNOBYL 2: Pripyat and military base (part 2/2)~17,692,689~4~49~1490~https://www.youtube.com/watch?v=3D6pOqp-CitKg
EXPLORING CHERNOBYL: Exclusion Zone (part 1/2)~39,215,318~4~49~1490~https://www.youtube.com/watch?v=3DFwHlGL33rXA
Trying STREET FOOD in Romania =F0=9F=87=B7=F0=9F=87=B4=F0=9F=8D=B2~17,079,564~4~49~1490~https://www.youtube.com/watch?v=3DpKvi4sXYbnU
The country where Latinos come to get married : UKRAINE =F0=9F=87=BA=F0=9F=87=A6~14,071,916~4~49~1490~https://www.youtube.com/watch?v=3D2GIjU4aqrKM
Prob=C3=A9 la PEOR primera clase que existe...~15,552,333~4~49~1490~https://www.youtube.com/watch?v=3D70Mh31DCyfU
=C2=BFC=C3=B3mo llen=C3=A9 otro pasaporte al 100% en s=C3=B3lo un a=C3=B1o?~2,734,139~4~49~1490~https://www.youtube.com/watch?v=3DTjND5sJ7B8E
Traveling the most dangerous road in the world | Death Route | Bolivia~9,023,827~4~49~1490~https://www.youtube.com/watch?v=3DS9l9-XUsLNg
Tasting STREET FOOD in Bolivia =F0=9F=A5=AA=F0=9F=87=A7=F0=9F=87=B4~29,906,896~4~49~1490~https://www.youtube.com/watch?v=3D0TPOGutywms
Conociendo los barrios t=C3=ADpicos de La Paz | BOLIVIA =F0=9F=87=A7=F0=9F=87=B4~6,538,542~4~49~1490~https://www.youtube.com/watch?v=3DRt7LKR_Lhe4
I went to see if this magical place exists | Salar de Uyuni | BOLIVIA~18,775,306~4~49~1490~https://www.youtube.com/watch?v=3D82pXbyHTiQk
THE PLANET IS BURNING | Bolivia - Chile~9,982,074~4~49~1490~https://www.youtube.com/watch?v=3Di20lZmhd3uY
Exploring the mysteries of the Atacama Desert | CHILE~7,157,277~4~49~1490~https://www.youtube.com/watch?v=3DBOHS963mndk
Crossing the border from ARGENTINA to CHILE on foot =F0=9F=87=A6=F0=9F=87=B7=F0=9F=87=A8=F0=9F=87=B1~7,085,401~4~49~1490~https://www.youtube.com/watch?v=3DAPK3Jpea4nU
A huge desert of edible white salt | ARGENTINA~11,248,899~4~49~1490~https://www.youtube.com/watch?v=3DwS8AFeQT5i4
Trying STREET FOOD in Argentina =F0=9F=A5=9F=F0=9F=87=A6=F0=9F=87=B7~35,718,254~4~49~1490~https://www.youtube.com/watch?v=3DN_T93jrpaSE
I visited the town where only one person lives | Epecu=C3=A9n, Argentina~21,865,752~4~49~1490~https://www.youtube.com/watch?v=3DRX1KvKsGx2w
Never drink this without Coke =F0=9F=87=A6=F0=9F=87=B7 C=C3=93RDOBA~7,686,525~4~49~1490~https://www.youtube.com/watch?v=3DGfO9Lq973sQ
I will be the official voice of SONIC~6,831,422~4~49~1490~https://www.youtube.com/watch?v=3DCeg69Xn399g
Getting to know Buenos Aires =F0=9F=87=A6=F0=9F=87=B7 ARGENTINA~12,281,749~4~49~1490~https://www.youtube.com/watch?v=3DEUEujSP1MRA
Estoy pensando comprar una isla aqu=C3=AD =F0=9F=8F=9D=EF=B8=8F Nicaragua~5,550,097~4~49~1490~https://www.youtube.com/watch?v=3DOCMuwFUlvO8
Surfeando en las cenizas de un VOLC=C3=81N ACTIVO =F0=9F=8C=8B Nicaragua~5,279,710~4~49~1490~https://www.youtube.com/watch?v=3Dv8wIX1pqDpw
Trying STREET FOOD in Nicaragua~9,937,882~4~49~1490~https://www.youtube.com/watch?v=3D67kYyTtiMiY
The country I was advised NEVER to visit | Nicaragua: first impressions~16,307,787~4~49~1490~https://www.youtube.com/watch?v=3DP3fANhqaiV0
=C2=BFPor qu=C3=A9 el n0p0r est=C3=A1 PROHIBIDO en la India?~2,570,004~4~49~1490~https://www.youtube.com/watch?v=3DLQjz2mbCKMw
I took an ex-prisoner to the prison where he was for 12 years....~8,934,003~4~49~1490~https://www.youtube.com/watch?v=3DSBsmc908Eps
MEMES SAD DEL BVOCHIDO~2,098,775~4~49~1490~https://www.youtube.com/watch?v=3D2XVeZfYv8x4
QUIERO REGALARLES MI AUTO~5,778,185~4~49~1490~https://www.youtube.com/watch?v=3DpLu28vsljtw
Trying STREET FOOD in Panama~20,816,719~4~49~1490~https://www.youtube.com/watch?v=3DK96CdjiF3FQ
I got lost in the jungle with a NATIVE TRIBU | Panama~8,598,586~4~49~1490~https://www.youtube.com/watch?v=3DtoxmeBx2jbU
Getting to know the beauties of PANAMA =F0=9F=87=B5=F0=9F=87=A6~8,987,953~4~49~1490~https://www.youtube.com/watch?v=3DXy9TvXJmnyI
I visited the country where NOBODY lives | Ordos, China~35,792,722~4~49~1490~https://www.youtube.com/watch?v=3DXFzuUwiL85U
Visitando los extra=C3=B1os 7-ELEVEN de Jap=C3=B3n~4,615,250~4~49~1490~https://www.youtube.com/watch?v=3DSmefKw1Fetg
How is a very cheap CAPSULE HOTEL in Asia like? | JAPAN~15,001,266~4~49~1490~https://www.youtube.com/watch?v=3Dc6uh7REgXZM
EXPLORING FUKUSHIMA: Nuclear Zone (Part 2/2)~15,750,971~4~49~1490~https://www.youtube.com/watch?v=3DSdFYFylig6Y
EXPLORING FUKUSHIMA: The Rebirth of a Society (Part 1/2)~17,686,355~4~49~1490~https://www.youtube.com/watch?v=3DYfLjkW7YoKA
The police are looking for me... HELP~11,958,591~4~49~1490~https://www.youtube.com/watch?v=3D9shrxpyVm1Y
THE SUSHI CHALLENGE =F0=9F=8D=A3 Luisillo the fatty | JAPAN~27,114,212~4~49~1490~https://www.youtube.com/watch?v=3DOGIIPEaAzQI
CHEAP vs EXPENSIVE Motels 3: Rooms without limits | JAPAN~11,087,800~4~49~1490~https://www.youtube.com/watch?v=3DOb2IG81HRw4
I visited the &quot;suicide forest&quot; in Japan ...~18,094,870~4~49~1490~https://www.youtube.com/watch?v=3DSekMCGKQBOs
Un interesante pueblito en China | Yuanyang~4,835,864~4~49~1490~https://www.youtube.com/watch?v=3Dts6il_t9UFE
Compr=C3=A9 un iPhone X FALSO en China - =C2=BFQu=C3=A9 tan malo es?~26,587,842~4~49~1490~https://www.youtube.com/watch?v=3DJcn7y_S3Uqg
I went to the mysterious sacred village of snakes~13,016,788~4~49~1490~https://www.youtube.com/watch?v=3DNeOYR2g2t0o
They say that &quot;this city is the perfect place to die&quot;~7,892,586~4~49~1490~https://www.youtube.com/watch?v=3D68OWUm04Wng
I got to know TAJ MAHAL: More than a proof of love : INDIA~7,774,991~4~49~1490~https://www.youtube.com/watch?v=3DPAIRwgpAtX4
Testing the MOST ADDICTIVE substance of India~12,931,911~4~49~1490~https://www.youtube.com/watch?v=3DTsgyu-9L54g
I visited the sacred temple of the rats in India...~27,928,817~4~49~1490~https://www.youtube.com/watch?v=3De8m9CWbP4hs
THIS IS CAOS =F0=9F=87=AE=F0=9F=87=B3 Street markets of India~27,390,826~4~49~1490~https://www.youtube.com/watch?v=3Dw6bJZSzVlX0
WE ARE GOING TO INDIA Part 1: The Journey~13,106,029~4~49~1490~https://www.youtube.com/watch?v=3DfQqGKuB6d3g
Exploring Mexico's &quot;most dangerous&quot; neighborhood: TEPITO~15,878,909~4~49~1490~https://www.youtube.com/watch?v=3DwNOcpNtnrpU
I'm GUILTY of the accusations... | My version~7,646,325~4~49~1490~https://www.youtube.com/watch?v=3DPXTq8pSFi5o
ADI=C3=93S, CABELLO :(~3,551,390~4~49~1490~https://www.youtube.com/watch?v=3DzAJEEeMN7HA
Este d=C3=ADa Jes=C3=BAs se pone A LA MODA! | Tradici=C3=B3n del Ni=C3=B1o Dios~1,839,748~4~49~1490~https://www.youtube.com/watch?v=3DM6Qz4gC-xvM
Exploring the snake-shaped hotel : Quetzalcoatl's Nest~10,482,883~4~49~1490~https://www.youtube.com/watch?v=3DcWj9kpdaUfY
Estos memes han ido DEMASIADO lejos...~4,066,430~4~49~1490~https://www.youtube.com/watch?v=3DsB5ylx0kHpA
I spent the night in a cemetery ...~13,649,338~4~49~1490~https://www.youtube.com/watch?v=3Dp_mbschmWd4
CHEAP vs EXPENSIVE Motels 2: Luxury Rooms~17,435,807~4~49~1490~https://www.youtube.com/watch?v=3DUN2M0g4xHOc
ME ENCANTA VENEZUELA ALV =F0=9F=87=BB=F0=9F=87=AA=F0=9F=87=BB=F0=9F=87=AA~5,228,043~4~49~1490~https://www.youtube.com/watch?v=3DLFBtcF3cZ34
=C2=BFQu=C3=A9 tan grande es una celda de prisi=C3=B3n? | C=C3=81RCEL LECUMBERRI~4,815,141~4~49~1490~https://www.youtube.com/watch?v=3Ddijh5bze4k0
Tasting Toy Story food in REAL LIFE!~12,111,369~4~49~1490~https://www.youtube.com/watch?v=3DMUxjA-j2z0E
DO NOT let your kids be YouTubers (without watching this first)~7,005,575~4~49~1490~https://www.youtube.com/watch?v=3DYqElQv4UCno
My girlfriend insisted to travel here...| Disney~6,938,676~4~49~1490~https://www.youtube.com/watch?v=3DD3aL-RV1ZL4
If I continue like this, I could go to BANKRUPTCY ...~4,579,975~4~49~1490~https://www.youtube.com/watch?v=3D5SYK6cz35tM
ORIGINAL vs GENERIC Medicines | Should you spend more?~3,610,636~4~49~1490~https://www.youtube.com/watch?v=3Dlw2A-SaQXl8
LUISITO FOR GOVERNOR~4,914,489~4~49~1490~https://www.youtube.com/watch?v=3DnMTwUoYZrDo
NO GASOLINE :(~6,974,882~4~49~1490~https://www.youtube.com/watch?v=3DYRZEgfy0C8M
YouTube Rewind 2018 versi=C3=B3n Luisito Comunica~3,282,571~4~49~1490~https://www.youtube.com/watch?v=3D1BBaPmEMPw8
I never imagined that being a BUDDHIST would be SO COMPLICATED : Thailand~7,208,359~4~49~1490~https://www.youtube.com/watch?v=3D9_5fybzXbaA
JUGUETES PARA NI=C3=91O GRANDE~3,690,040~4~49~1490~https://www.youtube.com/watch?v=3DbQiVcmUQIqk
=C2=BFQu=C3=A9 est=C3=A1 haciendo mal YouTube? | Entrevista con un jefe de YouTube~3,168,970~4~49~1490~https://www.youtube.com/watch?v=3DsGBr0Bl8y2U
Visitando un supermercado en TAILANDIA =F0=9F=87=B9=F0=9F=87=AD No entendimos NADA!~11,347,163~4~49~1490~https://www.youtube.com/watch?v=3DY495A5sdFV4
Una manera diferente de hacer turismo | TAILANDIA =F0=9F=87=B9=F0=9F=87=AD=F0=9F=87=B2=F0=9F=87=B2~2,453,325~4~49~1490~https://www.youtube.com/watch?v=3DX-GU2QFX0wg
TEN MILLION DISLIKES on YouTube Rewind =F0=9F=8F=86~6,952,446~4~49~1490~https://www.youtube.com/watch?v=3DdbO61cZxEw8
Trabaj=C3=A9 un d=C3=ADa en un refugio de elefantes =F0=9F=90=98 TAILANDIA =F0=9F=87=B9=F0=9F=87=AD~6,738,699~4~49~1490~https://www.youtube.com/watch?v=3D-P3cb11VgrY
Trying street food in THAILAND =F0=9F=87=B9=F0=9F=87=AD| Luisillo the Fattie~25,724,124~4~49~1490~https://www.youtube.com/watch?v=3DN240wiPw2EM
The risky market on the train tracks in Thailand | MAEKLONG =F0=9F=87=B9=F0=9F=87=AD~20,170,879~4~49~1490~https://www.youtube.com/watch?v=3DDr23IQLh-0Q
I will NOT let them steal from me like this!~13,095,526~4~49~1490~https://www.youtube.com/watch?v=3DX6R6yzGiiVA
I traveled to THAILAND for a special occasion =F0=9F=87=B9=F0=9F=87=AD~14,780,538~4~49~1490~https://www.youtube.com/watch?v=3D-I2kRwAjdqc
Abr=C3=AD mi primera tienda de ropa! | REY PALOMO~5,297,869~4~49~1490~https://www.youtube.com/watch?v=3Dh_d5lMwSVl8
Peru never ceases to amaze me... =F0=9F=87=B5=F0=9F=87=AA~7,195,029~4~49~1490~https://www.youtube.com/watch?v=3DDC7KdVKg674
I tried to do a day of military training in Colombia~28,495,456~4~49~1490~https://www.youtube.com/watch?v=3DfPl4NbmgJQM
I hope I don't offend anyone with these words... | CHILE =F0=9F=87=A8=F0=9F=87=B1~10,295,223~4~49~1490~https://www.youtube.com/watch?v=3DBiq2H8ViOLY
People say that this place is cared for by the devil himself... | CHILE~15,368,915~4~49~1490~https://www.youtube.com/watch?v=3DyZeTDHc5hIk
Too many crazy things has happened to me on CHILE~7,399,505~4~49~1490~https://www.youtube.com/watch?v=3DSzdi9OmJoXU
El viaje secreto de los YouTubers | CREATOR SUMMIT 2018~4,119,724~4~49~1490~https://www.youtube.com/watch?v=3DIjyKVav-qKI
Exploring Peru's largest piracy market | GAMARRA~12,238,168~4~49~1490~https://www.youtube.com/watch?v=3Dv2FEXruiZSU
Chef Luisillo vs PERUVIAN FOOD =F0=9F=87=B5=F0=9F=87=AA=F0=9F=91=A8=F0=9F=8F=BD=E2=80=8D=F0=9F=8D=B3~7,771,858~4~49~1490~https://www.youtube.com/watch?v=3DPlACT9xERCY
Knowing the life of PERU AT NIGHT =F0=9F=87=B5=F0=9F=87=AA~10,612,506~4~49~1490~https://www.youtube.com/watch?v=3DRQLfUgbQxIs
Internet dice que =C3=A9ste es &quot;el mejor&quot; hotel en Colombia: =C2=BFES VERDAD?~5,352,362~4~49~1490~https://www.youtube.com/watch?v=3D77-ct21AYGM
I had never tasted such a hot pepper | Monterrey~10,744,256~4~49~1490~https://www.youtube.com/watch?v=3DUWr_MZ3aWNA
I worked making TACOS and making DOLLS~12,280,153~4~49~1490~https://www.youtube.com/watch?v=3DNxc4P3E_aIA
I got into a little problem ...~7,814,890~4~49~1490~https://www.youtube.com/watch?v=3DsyBM7siby98
Imitando la MODA JAPONESA | Streetwear Japan~6,568,995~4~49~1490~https://www.youtube.com/watch?v=3Dotv9NEwkSFc
How is to travel in the fastest train in the world?~6,308,355~4~49~1490~https://www.youtube.com/watch?v=3DTLPiLjCc-pA
What weird stuff does McDonald's sell in JAPAN?~11,809,617~4~49~1490~https://www.youtube.com/watch?v=3DnaGncIX-7Hw
The dreaded fire ramen soup | KIOTO~9,581,983~4~49~1490~https://www.youtube.com/watch?v=3Dg7uReR1SsNY
Visiting HIROSHIMA, 73 years after the atomic bomb~12,067,260~73~877~29~https://www.youtube.com/watch?v=3D-OK5dC2k1YI
&quot;Toy&quot; machines for all ages | OSAKA~17,657,208~4~49~1490~https://www.youtube.com/watch?v=3DZnjRMl7qjOg
This is the MOTELES in Japan =F0=9F=8F=A9 Love Hotels~6,791,721~5~61~1855~https://www.youtube.com/watch?v=3Dk0N5I0LpSKM
Trying street food in JAPAN! =F0=9F=87=AF=F0=9F=87=B5~32,155,924~5~61~1855~https://www.youtube.com/watch?v=3DHFsFY4GOz00
As=C3=AD me ver=C3=ADa tatuado...~2,553,566~5~61~1855~https://www.youtube.com/watch?v=3DTYqiqwZqsLQ
Fui a la escuela de TEMBLORES e INCENDIOS en Jap=C3=B3n~6,113,280~5~61~1855~https://www.youtube.com/watch?v=3D2zacsh-58XA
El arte de ser un guerrero samurai | CULTURA JAPONESA~6,362,930~5~61~1855~https://www.youtube.com/watch?v=3D1ZX3E7QkLH4
Visiting animal cafeterias in Japan =F0=9F=87=AF=F0=9F=87=B5~13,108,993~5~61~1855~https://www.youtube.com/watch?v=3DwQmwk0aMNx0
Living in Japan is CRAZY~14,221,173~5~61~1855~https://www.youtube.com/watch?v=3DCXheVokGY9g
A day in Guayaquil: ECUADOR =F0=9F=87=AA=F0=9F=87=A8=F0=9F=A6=8E~7,985,348~5~61~1855~https://www.youtube.com/watch?v=3D4QWfQzzOCD4
The flight attendants school: How difficult is it?~2,581,693~5~61~1855~https://www.youtube.com/watch?v=3DypSX4WghlLU
Ground Zero EC what was left xs~3,314,062~5~61~1855~https://www.youtube.com/watch?v=3DsbdB46Ak49g
Conociendo las playas de ECUADOR  =F0=9F=87=AA=F0=9F=87=A8~6,674,657~5~61~1855~https://www.youtube.com/watch?v=3DfAesp0NQm80
This Tribe Shrinks Human Heads (Real)  | Ecuador~3,949,614~5~61~1855~https://www.youtube.com/watch?v=3DMjansVrztxI
I went halfway around the world =F0=9F=8C=8E ECUADOR =F0=9F=87=AA=F0=9F=87=A8~10,962,734~5~61~1855~https://www.youtube.com/watch?v=3DrNbhSVdxdP0
Las personas aqu=C3=AD viven en cuevas | CAPADOCIA - TURQU=C3=8DA~4,928,164~5~61~1855~https://www.youtube.com/watch?v=3Do0cEDarYRMg
How does it feel to fly 900 meters in a hot air balloon? | Cappadocia - Turkey =F0=9F=87=B9=F0=9F=87=B7~5,945,911~5~61~1855~https://www.youtube.com/watch?v=3D7EV36jB0hSE
No me dejaron subir al avi=C3=B3n...~5,737,447~5~61~1855~https://www.youtube.com/watch?v=3DU0dO51hIDRw
This strange little animal is becoming extinct | AXOLOTL~12,891,321~5~61~1855~https://www.youtube.com/watch?v=3D106aziFySZQ
I found these photos on my iPod from 7 years ago.~8,613,004~7~85~2585~https://www.youtube.com/watch?v=3DbTwVKAO35JI
NEVER mess with a professional wrestler... | Luisillo in the WWE~12,520,558~5~61~1855~https://www.youtube.com/watch?v=3D91sKHJxGCrU
I turned my car into a MEAT GRILL~7,955,383~5~61~1855~https://www.youtube.com/watch?v=3Dyy-wSyZYU9U
Se puso algo loca esta situaci=C3=B3n... | FANS EN PARAGUAY~5,307,820~5~61~1855~https://www.youtube.com/watch?v=3DQHMiyK99tYI
I'm not sure if doing this was legal...| PARAGUAY~11,788,794~5~61~1855~https://www.youtube.com/watch?v=3DFdnyVky1hKY
Let=C2=B4s talk about my adiction...| MEMES~6,035,579~5~61~1855~https://www.youtube.com/watch?v=3DnN3kW5HdViQ
Asist=C3=AD en una SALA DE OPERACIONES para dividir una lengua~4,111,557~5~61~1855~https://www.youtube.com/watch?v=3DYNheYSFwfrM
Spent a day with an artist that MODIFIES BODIES~16,623,463~5~61~1855~https://www.youtube.com/watch?v=3Dsy4VXuSDR1w
Trying the LETAL TACO OF tarantula of $ 500~16,637,673~5~61~1855~https://www.youtube.com/watch?v=3DjgiIlefHZa0
Visiting a supermarket in ISRAEL =F0=9F=9B=92=F0=9F=87=AE=F0=9F=87=B1~8,205,010~5~61~1855~https://www.youtube.com/watch?v=3D5ed-ypSECbk
How does it feel to float in the DEAD SEA? =F0=9F=8C=8A~18,919,533~5~61~1855~https://www.youtube.com/watch?v=3DMswe8Ry5uyE
Trying street food in ISRAEL =F0=9F=87=AE=F0=9F=87=B1~12,162,056~5~61~1855~https://www.youtube.com/watch?v=3DNWl5f2SKdwc
Robaron mi reloj utilizando magia | =C3=81MSTERDAM~4,081,341~5~61~1855~https://www.youtube.com/watch?v=3DJHtA_ZEc5mU
No cre=C3=AD que B=C3=89LGICA fuera tan divertido!~4,138,294~5~61~1855~https://www.youtube.com/watch?v=3Du4ht-jBz2RY
Me voy de mi pa=C3=ADs porque no quiero a mi presidente...~5,986,807~5~61~1855~https://www.youtube.com/watch?v=3DeLtbioj0KRY
Extranjeros prueban DULCES MEXICANOS =F0=9F=87=B2=F0=9F=87=BD =C2=BFQu=C3=A9 pensaron?~3,395,536~5~61~1855~https://www.youtube.com/watch?v=3Dl1U7gVUn-Zg
I went to Tomorrowland and THIS HAPPENED....~10,901,391~5~61~1855~https://www.youtube.com/watch?v=3D39Rnb4txJ-4
La PEOR primera clase que he pagado...~5,609,929~5~61~1855~https://www.youtube.com/watch?v=3DfS0rVWSlY_k
EL BIGOTE LEGENDARIO~2,615,075~5~61~1855~https://www.youtube.com/watch?v=3DovaEg8TT1X4
EL RETO DE LOS MOMOS~3,939,327~5~61~1855~https://www.youtube.com/watch?v=3DeQgIpcwxFfo
A surprise gift house for my mom~11,751,635~5~61~1855~https://www.youtube.com/watch?v=3DzuiHXUBUmhA
CONSEGU=C3=8D HIERBA M=C3=81GICA 100% LEGAL~4,824,081~5~61~1855~https://www.youtube.com/watch?v=3DSp-GRjDOEc8
TENGO MILLONES DE SEGUIDORES COMPRADOS (confesi=C3=B3n)~4,561,050~5~61~1855~https://www.youtube.com/watch?v=3DbFzstXtfYS4
VOLAR ACOSTADO ES MEJOR | Primera clase Lufthansa~5,166,197~5~61~1855~https://www.youtube.com/watch?v=3DkQL_QI25ZwI
ROOM TOUR of my old room where I grew up~10,799,588~5~61~1855~https://www.youtube.com/watch?v=3DbHDPJk94Dy4
EL METRO EN RUSIA~2,466,353~5~61~1855~https://www.youtube.com/watch?v=3DRCJ11BQdZCo
In this Russian city it is NEVER NIGHT TIME!~12,626,417~5~61~1855~https://www.youtube.com/watch?v=3DWelenw5JAGk
Personas opinan sobre AMLO~3,138,523~5~61~1855~https://www.youtube.com/watch?v=3DlZb74UNRdN8
