title~views~uptime_y~uptime_m~uptime_d~link
Nastya y colecci=C3=B3n de nuevas historias de Halloween. Halloween 2023~136,006~0~2~52~https://www.youtube.com/watch?v=3DUPHQ2leuqfM
Nastya y su ejemplo de buen comportamiento para los ni=C3=B1os.~193,846~0~2~55~https://www.youtube.com/watch?v=3DI2sB3aq8fS4
Nastya en un pa=C3=ADs de ensue=C3=B1o. Nuevas historias de Nastya y pap=C3=A1 en espa=C3=B1ol~316,087~0~2~58~https://www.youtube.com/watch?v=3D5in4t346bl8
Nastya y Evelyn se ayudan mutuamente como mejores amigas. Historias sobre la amistad en espa=C3=B1ol~291,273~0~2~61~https://www.youtube.com/watch?v=3D0zCiaIQX-oo
Nastya comienza su propio negocio y otras historias divertidas para ni=C3=B1os en una nueva colecci=C3=B3n~283,956~0~2~64~https://www.youtube.com/watch?v=3DtedDNMoS1nw
Nastya 24 Hours Baby Challenge y otras historias divertidas~520,044~0~2~64~https://www.youtube.com/watch?v=3D4SzSiLMhcns
Nastya aprende sobre los 5 sentidos y otras historias escolares para ni=C3=B1os.~525,031~0~2~64~https://www.youtube.com/watch?v=3DVyuw3j67bno
Nastya juega juegos divertidos con los ni=C3=B1os. Desaf=C3=ADo para ni=C3=B1os de Nastya~560,384~0~2~71~https://www.youtube.com/watch?v=3Do06ExpXm4NM
Stacy has got into the magic country~19,800,871~5~62~1876~https://www.youtube.com/watch?v=3Dgy05iFEvJnY
Stacy pretend play with ice cream shop~26,569,437~5~62~1876~https://www.youtube.com/watch?v=3DfnI61OO-vrY
Stacy plays at the Amusement park of Masha in Italy~50,122,729~5~62~1876~https://www.youtube.com/watch?v=3D8n6S9VstObY
Giant fruit toys and kid playing in the garden~2,594,808~5~62~1876~https://www.youtube.com/watch?v=3DFl7Q0oAn6sk
Time to shopping at toys store with Funny Stacy~61,219,349~5~62~1876~https://www.youtube.com/watch?v=3D1ghmPE1SN3w
Funny Playtime with Roma and Diana at Legoland~11,930,414~5~62~1876~https://www.youtube.com/watch?v=3DrH321vfCKJ4
Funny kids have a lot of presents on New Year 2018~14,562,038~5~62~1876~https://www.youtube.com/watch?v=3Dp0VkZzsh8so
Happy New Year with Funny Stacy and Christmas Toys~28,267,759~5~62~1876~https://www.youtube.com/watch?v=3DwI8DGqZfjbQ
The Best Outdoor and Indoor Playgrounds for kids~147,815,279~5~62~1876~https://www.youtube.com/watch?v=3D8xTu2HdMR1E
Kids playing at Magic wheel~130,765,742~5~62~1876~https://www.youtube.com/watch?v=3D9-CCDGUeGcc
Stacy at the super fun children's museum~2,000,688~5~62~1876~https://www.youtube.com/watch?v=3DWxsUpefNQPg
Kid plays with magic paints and transforms drawings into toys~4,571,568~5~62~1876~https://www.youtube.com/watch?v=3DtMzDKes4kmQ
Stacy is having fun shopping with the baby doll~78,422,815~5~62~1876~https://www.youtube.com/watch?v=3DGpHrgX7PusE
Stacy dance to The Wheels on the Bus song~52,105,212~5~62~1876~https://www.youtube.com/watch?v=3DAkdyBFIQU3Y
So much toys at kid's store!~22,487,571~5~62~1876~https://www.youtube.com/watch?v=3DiOpn6EitP3M
Kid and Toy's dog Pluto playing at the indoor playground~10,531,714~5~62~1876~https://www.youtube.com/watch?v=3DAHYXf9J7Rzc
Funny Kid play at the Supermarket~13,338,225~5~62~1876~https://www.youtube.com/watch?v=3DWqG6a3Va5qE
Funny Stacy play Talking Cat Game~31,573,492~5~62~1876~https://www.youtube.com/watch?v=3D-37oaJIC57c
Funny Kid and Baby Doll Lola doing shopping~22,457,609~5~62~1876~https://www.youtube.com/watch?v=3D2UYQcD2u3Ws
Compilation for kids about toys and parks~28,187,060~5~62~1876~https://www.youtube.com/watch?v=3DcjtO_Nwq0mA
Funny Stacy trip and shopping in New York~7,743,537~5~62~1876~https://www.youtube.com/watch?v=3Dn2Q90fMsyqA
Making Colored foam with Funny Stacy~27,962,111~5~62~1876~https://www.youtube.com/watch?v=3DWxekNjwbqVM
Funny Stacy at a farm and playground compilation~13,331,195~5~62~1876~https://www.youtube.com/watch?v=3DaQr7uzrvOkM
Funny Stacy like princess Elsa playing in the magic house~7,455,654~5~62~1876~https://www.youtube.com/watch?v=3DnFYgRV1OUX8
Rain Rain Go Away with Nastya and Pig Toy~482,156,792~5~62~1876~https://www.youtube.com/watch?v=3Do2nSx-_HYew
Super Stacy and her toys friends at the Outdoor Playground~3,095,010~5~62~1876~https://www.youtube.com/watch?v=3DajZca5vpf08
Wheels on the Bus with Funny Stacy~33,789,810~5~62~1876~https://www.youtube.com/watch?v=3Dn0-SUDF6qlo
Funny Giant Toy and Stacy's Morning Routing~31,705,023~6~74~2241~https://www.youtube.com/watch?v=3DLlX2esIyWhQ
Funny Stacy coloring playhouse~35,614,189~6~74~2241~https://www.youtube.com/watch?v=3DwnlLOvvCrH4
Stacy at new Indoor Playground with baby doll~6,356,163~6~74~2241~https://www.youtube.com/watch?v=3DrX0fvjGbi24
Funny Stacy playing in outdoor playground~314,368,080~6~74~2241~https://www.youtube.com/watch?v=3D0MrUefLPsDc
Funny Stacy plays with Giant Toys on the Home playground~79,781,117~6~74~2241~https://www.youtube.com/watch?v=3DqHJEZOIZdkU
Funny Stacy with Toy Max playing at the Indoor playground~26,659,074~6~74~2241~https://www.youtube.com/watch?v=3Dp--Oty2sYe0
Funny Stacy Saving Patrol toys from rain~23,832,421~6~74~2241~https://www.youtube.com/watch?v=3DJj1paodxoKw
Stacy in the city of professions for children~15,614,048~6~74~2241~https://www.youtube.com/watch?v=3Du4Go-OYfq6w
Stacy playing at the Kids Musium~21,399,591~6~74~2241~https://www.youtube.com/watch?v=3DLRP7On-HSFw
Stacy and her toys play on the outdoor home playground~3,798,988~6~74~2241~https://www.youtube.com/watch?v=3DBJmjV-73_00
Stacy plays at upside down house~7,288,921~6~74~2241~https://www.youtube.com/watch?v=3DSb3gCyJGMZU
Funny Stacy at the Disneyland!~4,944,733~6~74~2241~https://www.youtube.com/watch?v=3DQtVK0dfunzc
Stacy with family at the theme park in Hong Kong~2,046,856~6~74~2241~https://www.youtube.com/watch?v=3D31s2gl4SCOY
Kid's roleplay Bank Robbery~7,139,392~6~74~2241~https://www.youtube.com/watch?v=3DQAhr401Ad8o
Stacy plays on the indoor playground in Singapore~1,755,203~6~74~2241~https://www.youtube.com/watch?v=3D_Nh4VQtgqrk
House of Kitty - Indoor Playground for kids~24,008,977~6~74~2241~https://www.youtube.com/watch?v=3DYG5gmlPnQmI
Stacy plays in the amusement park &quot;Il mondo di Peppa Pig&quot;~102,129,988~6~74~2241~https://www.youtube.com/watch?v=3DFfkSSOR9Fyg
Stacy with Baby doll playing on the indoor playground in Moscow~3,019,589~6~74~2241~https://www.youtube.com/watch?v=3D-7gQJHc4Agw
Unusual Indoor Playground~115,257,121~6~74~2241~https://www.youtube.com/watch?v=3DvuHjO-gdtCM
Cute Kid and Toys into Surprise box~5,342,532~6~74~2241~https://www.youtube.com/watch?v=3DHjF1ttLMflU
Funny Stacy playing Hide and Seek with toy~13,661,536~6~74~2241~https://www.youtube.com/watch?v=3D5fe7BUnk4m4
Stacy pretend play at Professions city for children~4,775,416~6~74~2241~https://www.youtube.com/watch?v=3D1u7bbCyyDx8
Nastya at Indoor Playground~62,463,235~6~74~2241~https://www.youtube.com/watch?v=3DzvHR9Fgde9w
Funny Stacy playing at the toys store in Moscow~3,602,677~6~74~2241~https://www.youtube.com/watch?v=3D1Ki2r1aghyQ
Funny Baby Stacy in Tailand~4,036,678~6~74~2241~https://www.youtube.com/watch?v=3DzufFmSzvlhk
Stacy play with Pororo characters at theme park~3,926,296~6~74~2241~https://www.youtube.com/watch?v=3DMYlV5cfz9ck
Funny Play Area with toy dinosaurs for children~67,103,440~6~74~2241~https://www.youtube.com/watch?v=3DCQ2zX-KilX8
Playhouse for a lot of funny toys~39,510,253~6~74~2241~https://www.youtube.com/watch?v=3Dhe8brGoGQfA
Indoor playground about Fairy tales with Funny Stacy~13,013,981~6~74~2241~https://www.youtube.com/watch?v=3DutwhSC8uCpw
Stacy visited all the attractions on the playground~58,529,908~6~74~2241~https://www.youtube.com/watch?v=3DZ01oZtgim18
Funny Stacy doing shopping with cute Dog Toy~60,796,549~6~74~2241~https://www.youtube.com/watch?v=3DH9XsY0cSQ8M
Funny Stacy playing with animals on farm~8,430,780~6~74~2241~https://www.youtube.com/watch?v=3DHWKdXfpW3E8
WOW this Playground is wonderful!~24,040,067~6~74~2241~https://www.youtube.com/watch?v=3DeQRwGca26do
Cute Stacy Pretend play like Cinderella~9,210,228~6~74~2241~https://www.youtube.com/watch?v=3DEFtzAWQD4As
Nastya at Play Area for children~21,355,141~6~74~2241~https://www.youtube.com/watch?v=3DEmRq9fpfuus
Funny Stacy feeds animals at the zoo~100,319,144~6~74~2241~https://www.youtube.com/watch?v=3Dl3xNREP4lOU
Nastya and baby dolls shopping at the supermarket~97,894,929~6~74~2241~https://www.youtube.com/watch?v=3DVdLIExakGRQ
Funny Toys run away from Stacy~20,896,662~6~74~2241~https://www.youtube.com/watch?v=3Dxi4mtIw6j44
